ship_id,block_id,type,data
57,11,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-verdure-lotus-premium/blog/boq8649yuqr1dxu7.webp
57,12,paragraph,"Chuyến đi nghỉ dưỡng của Du thuyền&nbsp;<a href=""https://www.facebook.com/hashtag/verdure_lotus_cruises?__eep__=6&amp;__cft__%5B0%5D=AZWYMT6f4o9s_rjX9L-kjUJTZ2yTnfMlITaxS5kQjNfpmaTEx57Nh5Bj_LhYP7FhoealjmDKLGtfsAzYl3ZkIqYlmAZTyZHsA9RYANosKTX155LiPQrFw_NtR0OBu6M5nIrRQyY2VXnt2fHinZy7ysUbf6_qzUUqsXYXDGpQyvh5UPwUsHWBGF_Pty8SMSF7UD8&amp;__tn__=*NK-R"">Verdure Lotu</a>s&nbsp;Luxury sẽ đưa quý khách đến những nơi nhiều cảnh đẹp. Du ngoạn qua những hòn đảo nhỏ xinh đẹp từ bến Cảng Tuần Châu - Hạ Long. Với sức chứa 48 hành khách&nbsp;Du Thuyền sẽ đưa du khách khám phá một hành trình ngoạn mục qua khung cảnh thơ mộng của Vịnh Hạ Long."
58,1,paragraph,"Vịnh Lan Hạ là tuyến chính với rất nhiều du thuyền nổi tiếng. Du thuyền Verure Lotus là một trong những du thuyền được đóng mới, hiện đại với kích thước gọn gàng, hợp lý sẽ là lựa chọn tốt nhất cho những đoàn khách thích sự riêng tư.&nbsp;"
58,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-verdure-lotus/blog/i0rlohwl71mbg35v.webp
58,3,paragraph,"Du thuyền Verdure Lotus được thiết kế với 3 tầng gồm 16 phòng rộng rãi cùng ban công riêng thoáng đãng. Mỗi phòng đều có diện tích từ 35m2 đến 55m2. Các phòng được chia thành 3 hạng khác nhau như: Deluxe, Executive hay Suite với đầy đủ các thiết bị hiện đại."
58,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-verdure-lotus/blog/4fxum5hz66rjto5m.webp
58,5,paragraph,"Nhà hàng tại tầng 1 của du thuyền với diện tích rộng rãi lên tới 150m2 được trang bị màn hình cỡ lớn, rất thích hợp để tổ chức sự kiện với đoàn du khách."
58,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-verdure-lotus/blog/op8k39iqui26kajk.webp
58,7,paragraph,"Du thuyền có hải trình 2 ngày 1 đêm hoặc 3 ngày 2 đêm sẽ đem đến cho du khách những khám phá và trải nghiệm thú vị. Các địa điểm tham quan nổi tiếng như: hang Sáng Tối, làng chài Việt&nbsp; Hải, khu vực Trà Báu cũng sẽ được du thuyền ghé tới. Bên cạnh đó, du khách còn được tham gia các hoạt động như: chèo kayak, tham quan các hang động tuyệt đẹp hay cùng thưởng thức bữa tiệc hoàng hôn trên boong tàu..."
58,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-verdure-lotus/blog/y3sqy32qz8ucdln4.webp
59,1,paragraph,"Du thuyền Âu Cơ là một thương hiệu thuộc Công ty du thuyền Bhaya nổi tiếng trên vịnh Hạ Long. Du thuyền được thiết kế theo phong cách đương đại gồm 32 cabin với vỏ ngoài là thép và sơn trắng nhẹ nhàng, tinh tế. Các phòng của du thuyền đều bao gồm nội thất trang nhã, tinh tế và đẹp mắt. Trong đó có 2 hạng phòng đặc biệt là Long Quân Suite và Âu Cơ Suite được trang bị thêm bồn tắm và sân hiên riêng."
59,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-au-co/blog/16j6icmncrf9kw6c.webp
59,3,paragraph,Du khách sẽ được phục vụ các bữa chính tại nhà hàng của du thuyền với thực đơn theo phong cách Á-Âu ngon miệng. Nhiều món ăn hấp dẫn sẽ được các đầu bếp giàu kinh nghiệm chế biến và sẵn sàng phục vụ thực khách....
59,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-au-co/blog/pscw3lf6go2h5lmc.webp
59,5,paragraph,"Bên cạnh đó, lịch trình đặc biệt của du thuyền cũng sẽ là một lựa chọn thú vị dành cho du khách. Những điểm tham quan như: hồ Ba Hầm, làng chài Việt Hải, đảo Ba Trái Đào...sẽ rất hiếm có du thuyền nào thực hiện.&nbsp;"
59,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-au-co/blog/didw4uo37rasijnx.webp
60,1,paragraph,"Du thuyền Iris được lấy cảm hứng từ loài hoa Diên Vỹ quý phái và sang trọng. Cũng như lời cảm ơn từ người con dành cho người cha, du thuyền Iris đem đến cho du khách sự nhẹ nhàng, tinh tế từ ngay từ ánh nhìn đầu tiên.&nbsp;"
61,1,paragraph,"Du khách đến thăm quan Vịnh Hạ Long trên chiếc du thuyền cao cấp theo tiêu chuẩn 4.5* V'Spirit sẽ có cơ hội khám phá hết vẻ đẹp của một bức tranh thủy mặc sống động được tạo ra từ hàng ngàn đảo đá vôi với muôn hình kì thú gắn liền với đời thực trên dải lụa vô tận màu xanh biếc, khám phá vẻ đẹp của thế giới hang động lung linh màu sắc."
61,2,image,https://minio.fares.vn/mixivivu-dev/tour/vispirit-cruises/blog/de5j0iyytjhm1f8v.webp
61,3,paragraph,"Du thuyền V'Spirit có 18 cabin, trong đó có 10 phòng Junior, 6 phòng Senior và 2 phòng Executive. Tất cả các phòng đều có ban công riêng"
61,4,image,https://minio.fares.vn/mixivivu-dev/tour/vispirit-cruises/blog/xze2fcrmw6gzwv2m.webp
61,5,paragraph,Du khách sẽ được&nbsp;chiêm ngưỡng vẻ đẹp toàn cảnh vịnh Lan Hạ từ&nbsp; sundeck thoáng đãng trên tàu
61,6,image,https://minio.fares.vn/mixivivu-dev/tour/vispirit-cruises/blog/2yx1z0occyxhkuxu.webp
61,7,paragraph,"Hơn thế, du khách sẽ được thưởng thức các món hải sản đặc sắc và các món ăn truyền thống của Việt Nam tại nhà hàng của du thuyền, hứa hẹn sẽ mang đến một trải nghiệm ẩm thực khó quên cho chuyến hành trình này."
61,8,image,https://minio.fares.vn/mixivivu-dev/tour/vispirit-cruises/blog/2sk9ibjuf45va2je.webp
61,9,paragraph,"Hành trình của du thuyền V'Spirit có rất nhiều hoạt động để du khách có thể&nbsp; tự do giải trí và khám phá. Du khách sẽ được trải nghiệm các hoạt động dưới nước cũng như&nbsp; được chèo thuyền kayak để khám phá khu vực Trà Báu. Từ đó,&nbsp; đến gần hơn với những hòn đảo đá, chiêm ngưỡng và cảm nhận rõ nét cảnh thiên nhiên tuyệt đẹp nơi đây.&nbsp;&nbsp;"
61,10,image,https://minio.fares.vn/mixivivu-dev/tour/vispirit-cruises/blog/smmdi0sn00bifm66.webp
62,1,paragraph,"Được hoà phối giữa kiến trúc hiện đại và yếu tố truyền thống, du thuyền Saquila Yacht là một biểu tượng mới của sự lịch lãm và phong cách.<br>"
62,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-saquilayacht-cruise/blog/xeoi2kjl21tsq6yi.webp
62,3,paragraph,"Saquila Yacht không chỉ đơn thuần là một chiếc du thuyền, mà đó còn là một cửa ngõ đưa bạn tới tận hưởng vẻ đẹp thanh tao của Vịnh Hạ Long&nbsp;<br>"
62,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-saquilayacht-cruise/blog/ckkqrkbxidsipmt1.webp
62,5,paragraph,"<br>Saquila Yatch Cruise 5* sẽ là điểm dừng chân lý tưởng cho những ai yêu thích sự sang trọng, đẳng cấp và muốn khám phá vẻ đẹp huyền bí của Vịnh Hạ Long!"
62,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-saquilayacht-cruise/blog/2pf9t8rl1qevq7w3.webp
62,7,paragraph,"Hành trình sẽ được hướng dẫn bởi những chuyên viên giàu kinh nghiệm, đảm bảo quý khách sẽ có một trải nghiệm du lịch hoàn hảo và đáng nhớ.<br>"
62,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-saquilayacht-cruise/blog/8xcgskkafzpo3yc2.webp
63,1,paragraph,"Du thuyền V-Dream Cruise với chuỗi tiện nghi cao cấp, đội ngũ nhân viên năng động và hải trình tham quan đặc sắc sẽ mang đến cho du khách những trải nghiệm tuyệt hảo trong hành trình khám phá di sản thiên nhiên thế giới.<br>"
63,2,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenvdream/blog/539whnppiiwujuls.webp
63,3,paragraph,<br>Bữa trưa tự chọn sang trọng đang chờ đón các du khách tàu ngày cùng Vdream. Bạn sẽ có khoảng thời gian vui vẻ trong không gian nhà hàng sang trọng với hành trình khám phá ẩm thực quốc tế đa dạng với nguồn nguyên liệu chất lượng và phong cách chế biến độc đáo
63,4,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenvdream/blog/jnme3gze0ci8dryn.webp
63,5,paragraph,"<br>Đối với những người ưa khám phá, bạn có thể tham quan hang Sửng Sốt, leo lên đỉnh núi trên đảo Ti Tốp hoặc chèo thuyền kayak quanh Làng Ngọc Trai Tùng Sâu với rất nhiều điều thú vị."
63,6,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenvdream/blog/6a1q8w13234oekzm.webp
64,1,paragraph,"Hãy cùng chúng tôi hòa mình vào không gian thư giãn tuyệt vời trên những chuyến du thuyền sang trọng, đẳng cấp tại vịnh Hạ Long.Với nội thất tinh tế, ấn tượng đến từng chi tiết, các du thuyền của chúng tôi sẽ mang lại cho bạn những trải nghiệm vô cùng đặc biệt.<br><br><br><br>"
64,2,image,https://minio.fares.vn/mixivivu-dev/tour/duthuylilycruise/blog/5bm893of3auzi404.webp
64,3,image,https://minio.fares.vn/mixivivu-dev/tour/duthuylilycruise/blog/dpfjp6movw4oqas6.webp
64,4,paragraph,"Thưởng thức ẩm thực Á - Âu đa dạng, từ các món gọi riêng đến thực đơn buffet phong phú. Tận hưởng các dịch vụ tiện ích tại nhà hàng,  hải sản tươi ngon đậm chất biển hay các món ăn quốc tế đa dạng, nhà hàng của chúng tôi luôn sẵn sàng phục vụ bạn với những trải nghiệm ẩm thực tuyệt vời.<br>"
64,5,image,https://minio.fares.vn/mixivivu-dev/tour/duthuylilycruise/blog/0beqcjxc3o88u2b3.webp
64,6,image,https://minio.fares.vn/mixivivu-dev/tour/duthuylilycruise/blog/ty0v8mx4t75c7j0k.webp
64,7,paragraph,"Tận hưởng những ly cocktail tuyệt vời tại Bar sang trọng, ngắm hoàng hôn trên Sundeck rộng lớn, hoặc thư giãn tại bể bơi trong không gian yên bình của Du thuyền LiLy.<br>"
64,8,image,https://minio.fares.vn/mixivivu-dev/tour/duthuylilycruise/blog/n8o4hglrjfnrpyot.webp
64,9,image,https://minio.fares.vn/mixivivu-dev/tour/duthuylilycruise/blog/x0tcg8nyb9j11ui9.webp
65,1,paragraph,"Tự hào là sản phẩm Day Cruise cao cấp, khách hàng sẽ được trải nghiệm bữa trưa thượng hạng và những set trà chiều giữa không gian mê hoặc của Vịnh Hạ Long. Bên cạnh đó, du thuyền cũng mang tới dịch vụ chuyên nghiệp từ đội ngũ đã có nhiều năm kinh nghiệm và uy tín trên thị trường."
65,2,image,https://minio.fares.vn/mixivivu-dev/tour/lavoya-halong/blog/jk4jbh988nblcro1.webp
65,3,paragraph,"Tận hưởng 7 tiếng khác biệt trên vịnh, du ngoạn qua những danh thắng biểu tượng với các hoạt động thú vị, thưởng thức buffet Á - Âu thượng hạng và tiệc trà chiều đầy cảm hứng trong không gian thiên nhiên tuyệt sắc."
65,4,image,https://minio.fares.vn/mixivivu-dev/tour/lavoya-halong/blog/rmis85bv0x5v5ew2.webp
65,5,paragraph,"Chinh phục Hang Sửng Sốt - hang động đá vôi lớn nhất trên Vịnh Hạ Long, chiêm ngưỡng toàn cảnh Kỳ quan từ đỉnh đảo Ti Tốp, chèo Kayak và lênh đênh thuyền nan qua Hang Luồn - hang động hình vòng cung độc đáo được bao quanh bởi khung cảnh non nước trữ tình"
65,6,image,https://minio.fares.vn/mixivivu-dev/tour/lavoya-halong/blog/gohmcgby1k684c3p.webp
66,1,paragraph,"Du thuyền sang trọng Luna Halong Cruise sẽ đưa bạn qua những địa điểm nổi tiếng nhất tại Vịnh Hạ Long như: hang Sửng Sốt, đảo Titop, hang Luồn và thỏa sức chèo thuyền kayak/đò nan ngắm nhìn thiên nhiên hùng vĩ."
66,2,image,https://minio.fares.vn/mixivivu-dev/tour/Lunacruie-halong/blog/z9iyn44porezbn75.webp
66,3,paragraph,"Du thuyền có thiết kế không gian nhà hàng sang trọng với 11 phòng ăn riêng biệt tại tầng 3 và tầng 4 dành cho các vị khách quý muốn tận hưởng sự riêng tư đầy thượng lưu. Sức chứa lên đến 550 khách tại khu Sundeck, Luna Halong Cruise mở lối cho chuỗi sự kiện đẳng cấp, giàu chất giải trí. Nơi mà từng cảm xúc luôn được thăng hoa, sẻ chia và đồng điệu cùng với cảnh sắc thiên nhiên hùng vĩ, hữu tình. &nbsp;"
66,4,image,https://minio.fares.vn/mixivivu-dev/tour/Lunacruie-halong/blog/vsc7ksngwhgbh41i.webp
66,5,paragraph,"Đặc sản ẩm thực: Hành trình của Quý khách còn được thăng hoa bởi các món ăn tinh tế, thưởng thức cùng bữa tiệc âm nhạc. Mỗi bữa ăn là một tác phẩm nghệ thuật, hoàn hảo cho những người yêu thích sự tao nhã."
66,6,image,https://minio.fares.vn/mixivivu-dev/tour/Lunacruie-halong/blog/hmy8lhgsj6ldmbhj.webp
66,7,paragraph,"Âm nhạc và nghệ thuật: Mỗi buổi tối, Luna Halong Cruise sẽ mang đến cho bạn những màn trình diễn nghệ thuật tinh tế, thổi bùng không khí lãng mạn và đầy màu sắc với sân khấu có sức chứa hơn 550 khách."
66,8,image,https://minio.fares.vn/mixivivu-dev/tour/Lunacruie-halong/blog/iqcwrt2c5ro8doz0.webp
67,1,paragraph,"Là thành viên mới nhất trong bộ sưu tập Lyra Cruise Collection, Lyra Grandeur mang trong mình tinh hoa của công nghệ đóng tàu tiên tiến, thiết kế tinh tế và tiện ích hiện đại. Du thuyền hứa hẹn sẽ mang đến những trải nghiệm khác biệt, đưa du khách đến gần hơn với vẻ đẹp tráng lệ của vịnh di sản theo một cách hoàn toàn mới.<br>"
67,2,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenlyragrandeur/blog/qcr9t9mwgjk3u5k7.webp
67,3,paragraph,"Lướt nhẹ trên làn nước xanh ngọc bích của Vịnh Hạ Long và Lan Hạ, Lyra Grandeur – tuyệt tác mới nhất trong bộ sưu tập du thuyền cao cấp của Vietstar Cruises Investment – tôn vinh vẻ đẹp kỳ diệu của thiên nhiên, đưa bạn chạm vào những khối đá vôi hùng vĩ, những bãi biển yên bình và những hang động cổ xưa đầy bí ẩn."
67,4,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenlyragrandeur/blog/6gjw2gouepub3jh9.webp
67,5,paragraph,"Không chỉ là một chuyến du ngoạn, Lyra's cruises sẽ đưa bạn vào hành trình độc nhất giữa vịnh Hạ Long – kỳ quan thiên nhiên thế giới, và vịnh Lan Hạ – viên ngọc hoang sơ bên quần đảo Cát Bà.&nbsp;"
67,6,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenlyragrandeur/blog/ewl40v7wwptqg8ul.webp
67,7,paragraph,"Lyra's cruises đưa bạn đi qua những khối đá vôi được kiến tạo bởi thiên nhiên qua hàng triệu năm, những bãi cát hoang sơ giữa làn nước xanh biếc. Không chỉ vậy, hành trình còn đưa bạn vào sâu trong những hang động huyền bí và khám phá làng cổ Việt Hải, nơi vẫn lưu giữ trọn vẹn vẻ đẹp của văn hóa bản địa."
67,8,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenlyragrandeur/blog/muac5adk5gmupiez.webp
68,1,paragraph,"Du thuyền Indochine Grand là sự kết hợp hoàn hảo giữa thủ công tinh xảo và thiết kế sang trọng, với từng chi tiết phản ánh sự hòa hợp giữa không gian và cảnh quan xung quanh. Mỗi đường nét, mỗi góc nhìn đều khơi gợi cảm giác bình yên và sự gắn kết bền vững."
68,2,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenindochinegrand/blog/2rhlemnsgthnkq3p.webp
68,3,paragraph,"Khi Nghệ Thuật Chạm Đến Từng Không GianMột kỳ nghỉ trên du thuyền Indochine Grand không chỉ là trải nghiệm du ngoạn giữa kỳ quan vịnh Hạ Long - vịnh Lan Hạ, mà còn là hành trình khám phá những giá trị nghệ thuật tinh hoa. Sự kết tinh của tay nghề thủ công bậc thầy, tôn vinh vẻ đẹp Việt Nam qua lăng kính sang trọng."
68,4,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenindochinegrand/blog/eejbnz4ambr2faph.webp
68,5,paragraph,"Mang trong mình phong cách Indochine tao nhã, được chế tác kỳ công từ bàn tay nghệ nhân, du thuyền là sự giao thoa hoàn hảo giữa tinh hoa văn hóa và sự tinh tế hiện đại. Mỗi hành trình không chỉ là chuyến đi, mà còn là một bức họa sống động của đẳng cấp và trải nghiệm độc đáo, dẫn lối quý khách đầy thi vị."
68,6,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenindochinegrand/blog/3q6241th75uv25vd.webp
68,7,paragraph,"Thưởng thức tinh hoa ẩm thực thượng hạng giữa khung cảnh tráng lệ của Vịnh Lan Hạ – Hạ Long, nơi tuyệt tác thiên nhiên hiện ra đầy mê hoặc.&nbsp;"
68,8,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenindochinegrand/blog/94z0a5eqz872wjke.webp
69,1,paragraph,"Giữa lòng di sản thiên nhiên vịnh Hạ Long, Calista Cruise xuất hiện như một biểu tượng của vẻ đẹp tinh tế và thanh lịch. Tên gọi Calista lấy cảm hứng từ một nhân vật trong thần thoại Hy Lạp – một nữ thần có sắc đẹp rạng ngời như ánh sao trời. Từ đó, Calista mang ý nghĩa ""đẹp nhất,"" cũng như một lời ngợi ca dành cho vịnh Hạ Long – một trong những kỳ quan thiên nhiên đẹp nhất thế giới"
69,2,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyen-calistahalong/blog/qswls7xrpnsrxjud.webp
69,3,paragraph,"Tên gọi Calista không chỉ gợi lên vẻ đẹp rạng ngời, mà còn mang trong mình tinh thần kết nối giữa con người và thiên nhiên. Vẻ đẹp ấy, như ánh sao soi sáng mặt biển, đã hòa quyện vào từng làn nước xanh, từng ngọn gió mát lành, và những hòn đảo kỳ vĩ của vịnh Hạ Long. Calista Cruise không chỉ là hành trình khám phá, mà còn là sự tiếp nối của tình yêu, sự trân trọng và sứ mệnh gìn giữ vẻ đẹp di sản cho thế hệ mai sau."
69,4,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyen-calistahalong/blog/w1c9b5ylji63aqay.webp
69,5,paragraph,Nhà hàng Bayview Dining trên du thuyền Calista không chỉ là nơi trải nghiệm ẩm thực đẳng cấp mà còn là không gian lý tưởng để khám phá văn hóa và tận hưởng vẻ đẹp thiên nhiên.
69,6,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyen-calistahalong/blog/t1w4y71xcm21area.webp
69,7,paragraph," Trong không gian sang trọng với sân khấu trình diễn nghệ thuật, thực khách sẽ được đắm mình trong hương vị tinh tế từ thực đơn đặc sắc, hòa quyện cùng khung cảnh vịnh Hạ Long đẹp như tranh vẽ.&nbsp;"
69,8,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyen-calistahalong/blog/hcam1qkr7v5x5mch.webp
70,1,paragraph,"Majesty Prime Cruise, một phần của Premier Cruise Group, sẽ khởi hành vào tháng 2 năm 2025, kết hợp tinh hoa truyền thống của hoàng gia Việt Nam với sự thanh lịch tân cổ điển của Pháp. "
70,2,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenmajessty/blog/2c9az1y048xvsc5j.webp
70,3,paragraph,"Với 24 phòng sang trọng có ban công riêng, tầm nhìn toàn cảnh ra biển và các tiện nghi hiện đại, du thuyền cũng bao gồm hai nhà hàng, hai quầy bar, hồ bơi bốn mùa và bồn tắm nước nóng.&nbsp;"
70,4,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenmajessty/blog/51s125d83nspdhf1.webp
70,5,paragraph,"Được chế tạo bằng vật liệu thân thiện với môi trường, phòng suite rộng rãi và không gian mở tối đa, du thuyền mang đến trải nghiệm đắm chìm vào thiên nhiên trong khi khám phá những khu vực nguyên sơ và ít khách du lịch hơn của Vịnh Hạ Long"
70,6,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenmajessty/blog/unrrxygma0y0je9i.webp
70,7,paragraph,"Tất cả các bữa ăn đều mang hương vị địa phương đậm đà với nhiều món ăn đặc sản Việt Nam, các tour du lịch được thiết kế độc đáo và khác biệt để khám phá nhiều vùng đất hoang sơ và ít khách du lịch hơn, chắc chắn sẽ mang đến cho du khách một chuyến đi đáng nhớ."
70,8,image,https://minio.fares.vn/mixivivu-dev/tour/duthuyenmajessty/blog/bmmtz8qqooc2zlsn.webp
71,1,paragraph,Du thuyền Verdure Lotus Grandeur mang đến trải nghiệm du ngoạn sang trọng và quyến rũ trên Vịnh Hạ Long.&nbsp;
71,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-verdure-lotus-grandeur/blog/x0lgj19ktcurkmi0.webp
71,3,paragraph,"Được coi là du thuyền đầu tiên có thiết kế tân cổ điển, Du thuyền Verdure Lotus Grandeur Vịnh Hạ Long&nbsp; có 22 cabin sang trọng, một nhà hàng và một quầy bar, tất cả đều được thiết kế để phục vụ tối đa 70 khách."
71,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-verdure-lotus-grandeur/blog/stpy7sqfzr74dbsl.webp
71,5,paragraph,"Khởi hành từ Hạ Long, Du thuyền Verdure Lotus Grandeur mang đến cho hành khách một hành trình thú vị cùng cảnh quan quyến rũ của Vịnh Hạ Long. Du khách có thể lựa chọn hành trình 2 ngày 1 đêm hoặc 3 ngày 2 đêm để đắm mình vào khung cảnh như mơ này."
71,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-verdure-lotus-grandeur/blog/wjv2mjpr8na3u7a2.webp
71,7,paragraph,"Bên cạnh đó, nhà hàng của du thuyền cũng được thiết kế vô cùng sang trọng với thực đơn là sự kết hợp hài hòa giữa văn hóa Á - Âu.&nbsp; Các nguyên liệu đều được chuẩn bị và lựa chọn kĩ lưỡng mang tới cho du khách trải nghiệm ẩm thực tuyệt vời nhất."
71,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-verdure-lotus-grandeur/blog/x1j8h8zm3aswacrx.webp
71,9,paragraph,"Sundeck cũng là khu vực lý tưởng trên du thuyền để du khách có thể thư giãn, tắm nắng, thưởng thức đồ uống hoặc làm mới bản thân với lớp học Thái Cực Quyền vào sáng sớm."
71,10,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-verdure-lotus-grandeur/blog/5grn7txr9f3h2kg1.webp
71,11,paragraph,Hãy tới và trải nghiệm Du thuyền Verdure Lotus Grandeur cùng những người thân yêu ngay hôm nay bạn nhé!
