hotel_id,block_id,type,data
18,4,image,https://minio.fares.vn/mixivivu-dev/hotel/affa-boutique-hotel-hanoi/blog/fgmict55wv7tpfos.webp
18,5,paragraph,"Không chỉ là nơi lưu trú yên bình ngay cạnh Hồ Hoàn Kiếm, Affa còn mang đến cho quý khách một trải nghiệm đỉnh cao tại Rooftop Bar. Sau những chuyến vi vu khám phá Thủ Đô, hãy dành thời gian thư giãn với không gian mở thoáng đãng và ngắm nhìn toàn cảnh phố phường lung linh về đêm và thưởng thức những ly cocktail tuyệt hảo."
18,6,image,https://minio.fares.vn/mixivivu-dev/hotel/affa-boutique-hotel-hanoi/blog/j1axnrpm9p6l8ipe.webp
19,1,paragraph,"Nằm ở Phố Cổ, Khách sạn Hanoi Ancient Paradise được kết nối với một trung tâm mua sắm. Các địa danh nổi tiếng trong khu vực bao gồm Ô Quan Chưởng và Đền Bạch Mã, và một số điểm tham quan văn hóa của khu vực có thể được trải nghiệm tại Nhà hát Ca trù Thăng Long."
19,2,image,https://minio.fares.vn/mixivivu-dev/hotel/ancient-paradise-hotel-hanoi/blog/rckmergwzmjr0n0j.webp
19,3,paragraph,"Quý khách nghỉ tại Khách sạn Ancient Paradise Hà Nội có thể tham gia các hoạt động trong và xung quanh phố cổ Hà Nội. Các điểm tham quan nổi tiếng gần khách sạn bao gồm Chợ Đồng Xuân, Nhà hát múa rối nước Thăng Long và Hồ Hoàn Kiếm,..."
19,4,image,https://minio.fares.vn/mixivivu-dev/hotel/ancient-paradise-hotel-hanoi/blog/gbrpoi23fv1gp85v.webp
19,5,paragraph,"Khách sạn Ancient Paradise Hà Nội tọa lạc tại trung tâm phố cổ Hà Nội, có dịch vụ nhận phòng/trả phòng cấp tốc, phòng nghỉ tiện nghi sạch sẽ, nhà hàng,&nbsp;"
19,6,image,https://minio.fares.vn/mixivivu-dev/hotel/ancient-paradise-hotel-hanoi/blog/lomife904cdokybp.webp
20,1,paragraph,"Khi đến thăm thủ đô của Việt Nam, bạn sẽ cực kỳ hài lòng khi chọn khách sạn tiện nghi tọa lạc ở vị trí vô cùng thuận tiện này. Khách sạn sở hữu vị trí đắc địa ngay trung tâm thành phố và phong cách hiện đại với các tiện nghi hàng đầu và dịch vụ trên cả mong đợi.&nbsp;"
20,2,image,https://minio.fares.vn/mixivivu-dev/hotel/melia-ha-noi/blog/bdtc6g6nchokjtco.webp
20,3,paragraph,Cơ hội tuyệt vời để khám phá một trong những điểm đến hấp dẫn nhất Đông Nam Á.Các phòng ở đây được thiết kế để mang đến cho du khách cảm giác thoải mái nhất sau một ngày bận rộn ở Hà Nội.
20,4,image,https://minio.fares.vn/mixivivu-dev/hotel/melia-ha-noi/blog/lc8iwlvkb62z89eq.webp
20,5,paragraph,"Thưởng thức những món ăn ngon miệng và mới mẻ tại nhà hàng mới mang tên Mosaico and Cham. Và nếu bạn muốn khám phá thành phố, đội ngũ nhân viên của khách sạn luôn sẵn lòng gợi ý mọi thông tin cần thiết để chuyến ghé thăm Hà Nội của bạn thật trọn vẹn."
20,6,image,https://minio.fares.vn/mixivivu-dev/hotel/melia-ha-noi/blog/akicivc7btcylsx9.webp
21,1,paragraph,"Lưu trú tại<b> </b>𝗛 𝗛𝗢𝗧𝗘𝗟 𝗛𝗔 𝗡𝗢𝗜 mang lại sự thư giãn và là dịp để bạn cùng gia đình tạo dựng những kỷ niệm đáng nhớ, với không gian đậm chất Hà Nội, khiến mỗi khoảnh khắc trở thành trải nghiệm khó quên."
21,2,image,https://minio.fares.vn/mixivivu-dev/hotel/h-hotel-hanoi/blog/vhk51hujawlwbdqn.webp
21,3,paragraph,"Nằm ngay trung tâm khu phố cổ Hà Nội, 𝗛 𝗛𝗢𝗧𝗘𝗟 mang đến cho bạn trải nghiệm đậm chất lịch sử và văn hóa. Chỉ vài bước từ khách sạn, bạn sẽ dễ dàng khám phá Hồ Hoàn Kiếm, Đền Ngọc Sơn và Chợ Đồng Xuân"
21,4,image,https://minio.fares.vn/mixivivu-dev/hotel/h-hotel-hanoi/blog/luu7hh8c9p6njqgi.webp
21,5,paragraph,"Khi lưu trú tại khách sạn thì nội thất và kiến trúc hẳn là hai yếu tố quan trọng khiến quý khách mãn nhãn. Với thiết kế độc đáo, H Hotel Ha Noi mang đến không gian lưu trú làm hài lòng quý khách."
21,6,paragraph,"Từ sự kiện doanh nghiệp đến họp mặt công ty, H Hotel Ha Noi cung cấp đầy đủ các dịch vụ và tiện nghi đáp ứng mọi nhu cầu của quý khách và đồng nghiệp."
21,7,image,https://minio.fares.vn/mixivivu-dev/hotel/h-hotel-hanoi/blog/d900ksfmt4h6akrp.webp
21,8,paragraph,"Dù quý khách muốn tổ chức một sự kiện hay các dịp kỷ niệm đặc biệt khác, H Hotel Ha Noi là lựa chọn tuyệt vời cho quý khách với phòng chức năng rộng lớn, được trang bị đầy đủ để sẵn sàng đáp ứng mọi yêu cầu."
21,9,image,https://minio.fares.vn/mixivivu-dev/hotel/h-hotel-hanoi/blog/q3qie49y9ua04zre.webp
22,1,paragraph,"Four Points By Sheraton Đà Nẵng tọa lạc ngay mặt biển Mỹ Khê xinh đẹp. Khách sạn có 390 phòng với nhiều phòng tầng cao có hướng nhìn toàn cảnh biển Đà Nẵng. Các phòng nghỉ đều được thiết kế có ban công hoặc cửa sổ kính lớn để du khách có tầm nhìn đẹp nhất. Những thiết bị phòng ngủ hiện đại nhất đều được khách sạn bố trí và sắp đặt đầy đủ, phù hợp."
22,2,image,https://minio.fares.vn/mixivivu-dev/hotel/four-points-by-sheraton-dja-nang/blog/9r9lbrb8t4mhhicy.webp
22,3,paragraph,Bể bơi của khách sạn nằm tại tầng thượng bên cạnh quầy Bar. Nhiều bị trí ngồi thư giãn với ghế ngồi độc đáo cũng được khách sạn bố trí để du khách cảm thấy thoải mái nhất.
22,4,image,https://minio.fares.vn/mixivivu-dev/hotel/four-points-by-sheraton-dja-nang/blog/dnlgtep4sww6otpj.webp
22,5,paragraph,"Nhà hàng khách sạn có sức chứa lớn phục vụ bữa sáng buffet, bữa trưa và bữa tối theo thực đơn có sẵn hoặc theo yêu cầu của thực khách."
22,6,image,https://minio.fares.vn/mixivivu-dev/hotel/four-points-by-sheraton-dja-nang/blog/ntuhhfv43u06borl.webp
23,1,paragraph,"Khách sạn Libra Nha Trang Hotel nằm ngay trung tâm thành phố biển Nha Trang – một trong những vịnh đẹp nhất thế giới. Một vị trí thuận lợi cho quý khách có thể mua sắm, vui chơi giải trí, ăn uống hay dạo bộ dọc theo bờ biển."
23,2,image,https://minio.fares.vn/mixivivu-dev/hotel/libra-nha-trang-hotel/blog/vm0l0eyfospv0vlx.webp
23,3,paragraph,&nbsp;Khách sạn đạt tiêu chuẩn quốc tế với 27 tầng và 387 phòng. Tất cả các phòng đều có của sổ hướng nhìn thành phố hoặc biển du khách có thể thỏa sức ngắm nhìn toàn cảnh của vịnh biển và thành phố Nha Trang xinh đẹp.
23,4,image,https://minio.fares.vn/mixivivu-dev/hotel/libra-nha-trang-hotel/blog/uvbo3qyaxc03glij.webp
23,5,paragraph,"Libra Nha Trang có Wi-Fi miễn phí, phòng tập thể dục và hồ bơi trong nhà. Du khách có thể thưởng thức bữa sáng hàng ngày tại nhà hàng của khách sạn."
23,6,image,https://minio.fares.vn/mixivivu-dev/hotel/libra-nha-trang-hotel/blog/lqo0huxpju4paoti.webp
23,7,paragraph,"Hơn thế, khách sạn nằm gần một số điểm tham quan nổi tiếng như Trung tâm Thuyền buồm Việt Nam và Bảo tàng Khánh Hòa khoảng 10 phút đi bộ. Sân bay gần nhất là sân bay quốc tế Cam Ranh, cách đó 26 km."
23,8,image,https://minio.fares.vn/mixivivu-dev/hotel/libra-nha-trang-hotel/blog/5oy7yjl6nbbjkn3h.webp
24,1,paragraph,Khách sạn Bonjour Nha Trang Hotel tọa lạc ngay tại khu vực trung tâm nên sẽ vô cùng thuận tiện cho việc khám phá những địa điểm thú vị trong và ngoài thành phố.
24,2,image,https://minio.fares.vn/mixivivu-dev/hotel/bonjour-nha-trang-hotel/blog/cr8xwjy6uho6y085.webp
24,3,paragraph,"&nbsp;Bonjour Nha Trang là sự pha trộn giữa văn hóa phương Đông và phương Tây, giữa cái hiện đại của xã hội đang phát triển nhưng vẫn mang sự cổ điển từ trong kiến trúc. Những trái tim đầy tâm huyết đã ngày đêm tạo nên một Bonjour được chăm chút đến từng chi tiết nhỏ, từ phòng ốc, nhà hàng, quầy bar… đến nội thất, tranh tường nhằm mang lại sự hài lòng tối đa cho khách lưu trú tại đây."
24,4,image,https://minio.fares.vn/mixivivu-dev/hotel/bonjour-nha-trang-hotel/blog/hnri0hxpnuggfuwl.webp
24,5,paragraph,"&nbsp;Một trong những công trình tự hào nhất ở Bonjour chính là hồ bơi trên tầng cao nhất của tòa nhà, được bao bọc bởi những cột chống theo lối kiến trúc châu Âu, đảm bảo cho quý khách sự thoải mái, thư giãn nhất trong những giờ phút đắm mình trong làn nước mát, tắm nắng sớm hay đơn giản là ngắm mặt trời đang đổ bóng buổi chiều tà."
24,6,image,https://minio.fares.vn/mixivivu-dev/hotel/bonjour-nha-trang-hotel/blog/cn5sv657i68xu9zn.webp
24,7,paragraph,"Không chỉ được trải nghiệm điểm lưu trú hiện đại, tiện nghi – du khách còn được phục vụ một cách tốt nhất từ đội ngũ nhân viên của Bonjour Nha Trang."
24,8,image,https://minio.fares.vn/mixivivu-dev/hotel/bonjour-nha-trang-hotel/blog/b55cma4l5sbkkv5n.webp
24,9,paragraph,Hãy tới với Bonjour Nha Trang Hotel để có một kỳ nghỉ đáng nhớ!<br>
24,10,image,https://minio.fares.vn/mixivivu-dev/hotel/bonjour-nha-trang-hotel/blog/k2hglc1p9hr014dm.webp
25,1,paragraph,"Sala Tuy Hòa Beach Hotel giống như một cung điện màu trắng sang trọng quý phái khuất lấp sau hàng cây rậm rạp. Thế nhưng khi đêm xuống, khu nghỉ dưỡng này trở nên lung linh, huyền ảo đến lạ kỳ nhờ ánh đèn vàng trải dài khắp khu vực."
25,2,image,https://minio.fares.vn/mixivivu-dev/hotel/salatuyhoabeach/blog/4iaafi3llii96z6g.webp
25,3,paragraph,"Chuỗi khách sạn này đã đặt dấu ấn trên bờ biển miền Trung cũng như trong lòng rất nhiều du khách yêu biển. Bên cạnh việc mang đến những trải nghiệm thư giãn, dịch vụ đẳng cấp, Sala Tuy Hoà Beach Hotel mong muốn đưa các giá trị truyền thống, văn hóa ẩm thực riêng của từng vùng đến gần hơn với du khách."
25,4,image,https://minio.fares.vn/mixivivu-dev/hotel/salatuyhoabeach/blog/x1ykk6llyxkw5q29.webp
26,1,paragraph,"Grand Tourane Hotel Da Nang là một trong những khách sạn lớn tọa lạc bên Bãi biển Mỹ Khê Đà Nẵng, nổi bật với không gian nghỉ ngơi được thiết kế trang nhã và dịch vụ chuyên nghiệp, chu đáo. "
26,2,image,https://minio.fares.vn/mixivivu-dev/hotel/Grand-tourane-hotel-danang/blog/5xqac5vn18ppb1ue.webp
26,3,paragraph,"Sở hữu 188 phòng nghỉ hiện đại cùng nhiều tiện ích hấp dẫn như phòng hội nghị, sân chơi tennis, phòng tập, spa thư giãn..., điểm dừng chân này sẽ là sự lựa chọn hoàn hảo dành cho kỳ nghỉ dưỡng hay chuyến đi công tác của bạn."
26,4,image,https://minio.fares.vn/mixivivu-dev/hotel/Grand-tourane-hotel-danang/blog/hv3ggukiyv1t9o1o.webp
26,5,paragraph,"Khách sạn Grand Tourane là địa điểm hội họp lý tưởng với 1 phòng Grand Ballroom, 1 phòng Ballroom, 3 phòng họp nhỏ và không gian tiền sảnh (pre-function) rộng rãi với tầm nhìn rộng khắp ra biển."
26,6,image,https://minio.fares.vn/mixivivu-dev/hotel/Grand-tourane-hotel-danang/blog/rpeddt0barqwcp74.webp
26,7,paragraph,"Vị trí thuận lợi, khách sạn Grand Tourane thuận lợi cho mọi hành trình khám phá các danh lam thắng cảnh của miền Trung Việt Nam."
26,8,image,https://minio.fares.vn/mixivivu-dev/hotel/Grand-tourane-hotel-danang/blog/5mm73bxwz7pdcl39.webp
27,1,paragraph,"Khách sạn với quy mô&nbsp; 95 phòng sang trọng được thiết kế tinh tế, nổi bật với những không gian thoáng đãng, nhẹ nhàng trong gam màu trắng và hồng tao nhã. Đặc biệt, mỗi không gian nơi đây được bài trí hài hòa, chú trọng đến từng chi tiết, cho du khách cảm giác thoải mái để tận hưởng một kỳ nghỉ hoàn hảo."
27,2,image,https://minio.fares.vn/mixivivu-dev/hotel/phu-yen-every-day-hotel/blog/in0c14msq2vmbzyh.webp
27,3,paragraph,"Tại khách sạn, ẩm thực là một mảnh ghép thi vị và sống động đánh thức mọi giác quan của du khách, từ không gian đầy ấn tượng đến hương vị đầy đam mê.Nhà hàng chính của khách sạn phục vụ cả ngày, thực đơn các hương vị Á- Âu tuyển chọn và hải sản tươi ngon"
27,4,image,https://minio.fares.vn/mixivivu-dev/hotel/phu-yen-every-day-hotel/blog/1ujfv0h8v74rvpi1.webp
27,5,paragraph,"Hơn thế, khách sạn với vị trí địa lý thuận lợi giúp du khách có thể dễ dàng di chuyển thăm quan các điểm nổi tiếng như Gành Ông - Bãi Xép, Cù Lao Mái Nhà..."
27,6,image,https://minio.fares.vn/mixivivu-dev/hotel/phu-yen-every-day-hotel/blog/w6p294yawmr0bskm.webp
28,1,paragraph,"Tọa lạc trên con đường đẹp nhất của thành phố Tuy Hòa, chỉ cách bờ biển vài phút đi bộ. Hùng Vương Hotel thật sự là một địa địểm lý tưởng và thuận tiện cho du khách dừng chân.&nbsp;"
28,2,image,https://minio.fares.vn/mixivivu-dev/hotel/hung-vuong-hotel-tuy-hoa/blog/n61rf9hqn0ylw0p3.webp
28,3,paragraph,"Tất cả các phòng của Hùng Vương Hotel đều được trang bị đầy đủ những tiện nghi tốt nhất. Đặc biệt, hầu hết các phòng đều có ban công riêng nhìn ra khung cảnh thành phố."
28,4,image,https://minio.fares.vn/mixivivu-dev/hotel/hung-vuong-hotel-tuy-hoa/blog/qc3fkmlctgu6r6a7.webp
28,5,paragraph,"Khách sạn sở hữu hệ thống massage rất hiện đại bao gồm các dịch vụ: tắm hơi, massage, xông hơi khô, hồ ngâm thủy lực và phòng thư giãn rộng rãi, thoáng mát sẽ đem lại cho qúi khách những giây phút thỏai mái sau những ngày làm việc mệt mỏi."
28,6,paragraph,"Ngoài ra, Hùng Vương Hotel còn có một nhà hàng với sức chứa trên 500 khách chuyên phục vụ các món ăn Việt Nam và các loại hải sản tươi sống với giá cả phải chăng, phòng hội nghị, hội thảo từ 30 đến 200 khách. Nhà hàng là nơi thích hợp để tổ chức tiệc cưới hỏi, các buổi họp mặt, liên hoan, sinh nhật… Đến với Hùng Vương Hotel, chắc chắn các bạn sẽ được đón tiếp nồng nhiệt và trải qua một kì nghỉ thật vui vẻ, thoải mái và khó quên."
29,1,paragraph,"La Casa Tuy Hòa Hotel tọa lạc ngay trung tâm TP.Tuy Hòa. Với View tuyệt đẹp và phong cách thiết kế sang trọng, chắc chắn sẽ mang lại cảm giác thỏa mái tuyệt vời nhất cho kỳ nghỉ du lịch của quý khách"
29,2,image,https://minio.fares.vn/mixivivu-dev/hotel/la-casa-hotel-tuy-hoa/blog/yvowgnk0lq75q6dr.webp
29,3,paragraph,"La Casa Tuy Hòa Hotel có 30 phòng nghỉ cùng 1 penthouse đẳng cấp với trang thiết bị hiện đại, thanh lịch, tinh tế với những phòng có ban công hướng biển, và hướng núi hứa hẹn sẽ mang lại cho Quý khách một kỳ nghỉ hoàn hảo."
29,4,image,https://minio.fares.vn/mixivivu-dev/hotel/la-casa-hotel-tuy-hoa/blog/flfx45wb9pfzja4x.webp
29,5,paragraph,"Đến với La Casa Tuy Hòa Hotel để nghỉ dưỡng hay đi công tác, quý khách sẽ luôn được tiếp đón với chất lượng phục vụ tuyệt vời bởi đội ngũ nhân viên chuyên nghiệp, thân thiện, mến khách, và chu đáo. Quý khách sẽ cảm nhận sự ấm áp như ngay chính ngôi nhà mình."
29,6,image,https://minio.fares.vn/mixivivu-dev/hotel/la-casa-hotel-tuy-hoa/blog/xs23ko5au36bumml.webp
30,1,paragraph,"&nbsp;Aaron Hotel là khách sạn cao 22 tầng với 70 phòng tọa lạc trên con đường Trần Quang Khải, vị trí trung tâm thành phố biển Nha Trang, một trong 29 vịnh biển đẹp nhất thế giới, vốn hiền hòa, hiếu khách. Aaron Hotel có kiến trúc tinh tế và sang trọng, một số phòng còn được bố trí ban công, cùng trang thiết bị đầy đủ, hiện đại"
30,2,image,https://minio.fares.vn/mixivivu-dev/hotel/aaron-hotel-nha-trang/blog/ert3crkaknh1oe4a.webp
30,3,paragraph,"Ngoài dịch vụ lưu trú, khách sạn còn phục vụ đầy đủ các tiện ích cao cấp như hồ bơi vô cực kết hợp Pool Bar, phòng tập thể dục đa năng… Đặc biệt, khách sạn Aaron còn sở hữu nhà hàng phục vụ buffet sáng với các món ăn phong phú, bổ dưỡng giúp Quý khách có một ngày mới tràn đầy năng lượng. "
